Collocation,Score
three important,2.7304249742833324
various evaluation,2.7304249742833324
spatial distance,2.729932754693741
based social,2.7248221890052204
method aims,2.7246417646767886
development tool,2.724484870733075
economic performance,2.7243216923627918
practical using,2.7230099386040685
representations using,2.7230099386040685
using simple,2.7230099386040676
using simulated,2.7230099386040676
main features,2.722154903566575
design methodology,2.7203989727693836
learning configuration,2.7202823894667594
learning suggest,2.7202823894667594
complex road,2.7198152782870944
building natural,2.7187538589115805
environment natural,2.7187538589115805
candidate urban,2.7178914584357328
consequently urban,2.7178914584357328
discrete urban,2.7178914584357328
drawing urban,2.7178914584357328
europe urban,2.7178914584357328
lands urban,2.7178914584357328
manage urban,2.7178914584357328
managing urban,2.7178914584357328
osm urban,2.7178914584357328
static urban,2.7178914584357328
urban catchment,2.7178914584357328
urban geography,2.7178914584357328
views urban,2.7178914584357328
city levels,2.7175106458913847
heterogeneous city,2.7175106458913847
challenges change,2.7173205723911416
cities highly,2.7147388657684406
performed based,2.712227213290112
infrastructure management,2.7117070942430157
proposed automatic,2.711646612390468
help smart,2.709799484244195
detection current,2.707317105065577
deep knowledge,2.7048921735292017
transportation problem,2.7046454140938048
factors including,2.701066557715521
use two,2.700526348496009
detailed results,2.7001644737456214
quantitative approach,2.69885085497595
population modeling,2.6982993301606832
algorithms characteristics,2.6964649824490188
historical research,2.6920161172042274
better big,2.689831120939807
building tools,2.6894274970480385
residential building,2.689427497048038
decision level,2.6891159756005525
level decision,2.689115975600552
classifiers classification,2.686682352682006
effective smart,2.684614418795489
expansion patterns,2.681875357817324
automatic design,2.6815186690834567
provides traffic,2.680460926909964
scale urban,2.679678217379279
metrics accuracy,2.6796438482602722
locations areas,2.679478075441529
data point,2.679269167172253
four data,2.679269167172253
allocation model,2.6788983443242156
model produced,2.6788983443242156
model stage,2.6788983443242156
improve human,2.678854375025059
provide better,2.6756505652144122
energy evaluation,2.675580048190968
information extracted,2.6732232780128578
extract information,2.6732232780128573
city sustainability,2.672815419089268
new integrated,2.671777156523796
models trained,2.671140273252684
collected images,2.668915467610693
approaches public,2.668642403877553
studies remote,2.667625600116197
map techniques,2.663125114056874
level mapping,2.662158057658088
form building,2.660630052424013
designed based,2.6596760658455576
events based,2.6596760658455576
optimization approach,2.657321511940041
results mainly,2.6519069212438335
including deep,2.6502168474102596
prediction variables,2.64982654355925
systems sustainable,2.6492974119736896
landscape level,2.6488483035905874
level landscape,2.6488483035905874
decades using,2.6485555161575274
evolution using,2.6485555161575274
using machines,2.6485555161575274
method combined,2.6460995919530967
automatic method,2.6460995919530963
combined method,2.6460995919530963
two existing,2.6439746591493876
buildings provide,2.6436523836149872
new tools,2.6425431964803017
classification trees,2.642079598166975
area increased,2.640878082116079
vegetation area,2.640878082116079
result areas,2.6389444950021232
good urban,2.6377682805605356
population studies,2.6375314685618285
using random,2.635009944710579
healthcare data,2.6344331774861716
data exist,2.634433177486171
data represents,2.634433177486171
data stream,2.634433177486171
data synthetic,2.634433177486171
temperature patterns,2.6339959961677417
sources research,2.6288733987007498
models quantitative,2.628703498300745
five models,2.6287034983007445
physical models,2.6287034983007445
quantitative models,2.6287034983007445
approaches applied,2.6251679015929206
algorithm based,2.6250169748013548
given spatial,2.622772925409322
showed spatial,2.622772925409322
image training,2.621216099332976
learning measuring,2.621090966179448
learning procedure,2.621090966179448
efficient methods,2.620259261911329
essential methods,2.620259261911329
dataset quality,2.6193244571269236
data model,2.6192237409714156
limited data,2.619170130698777
uses data,2.619170130698777
accuracy increased,2.6187069263173868
increased accuracy,2.6187069263173868
simple machine,2.6179542061342858
approach especially,2.616849569300558
forest landscape,2.6154118547957053
available images,2.6145186566280514
ai planners,2.612742475503013
area found,2.6112207801285487
area intelligent,2.6112207801285487
empirical model,2.610365521129519
based cnn,2.6088063458465722
transport use,2.6035436890976187
sensing large,2.6008352982821297
study identified,2.600294068981275
community areas,2.59942130860523
critical areas,2.59942130860523
approaches provide,2.596833731586872
modeling provide,2.596833731586872
factors three,2.596698942762374
lidar information,2.59663450933616
environment using,2.594996943632662
different building,2.594269309986437
current techniques,2.591929594320763
useful models,2.5873744896589095
world cities,2.5873744896589095
china two,2.586606930269751
provides new,2.5856452380853017
sensing three,2.583926149151411
provide intelligence,2.5815309359826153
appropriate planning,2.580634046019114
big remote,2.5804483175481145
areas based,2.579293771583653
using poi,2.577437277972617
dynamic traffic,2.5717620104276024
analysis framework,2.570503912488098
various approaches,2.568999616118938
two visual,2.567938819102971
use artificial,2.566659214889449
quality imagery,2.5649724243092287
space mobility,2.5647079276806624
proposed forecasting,2.5646964457938273
large street,2.563081671318726
temporal features,2.5630023899236942
review analysis,2.561526546710346
monitoring change,2.561377579995393
buildings energy,2.5613120170618635
areas automatic,2.5608645772185548
areas digital,2.5608645772185548
areas like,2.5608645772185548
coverage areas,2.5608645772185543
based transport,2.559524606180128
use type,2.5556098808589343
geographic spatial,2.5551578911454156
extraction algorithms,2.554843993188469
systems compared,2.5527291251586233
support sustainable,2.5511674629020473
two local,2.549490036515424
human travel,2.5494894071103062
three deep,2.546218707658023
street level,2.5462187076580225
study analyzed,2.544897419893494
single model,2.544683797595066
modern machine,2.5440401698154833
developed prediction,2.541623614791927
characteristics change,2.5403063033633266
significant change,2.5403063033633266
approach achieved,2.538892928559541
automatic approach,2.538892928559541
combined approach,2.538892928559541
images maps,2.5362843830877977
method comparison,2.535136043405739
understand design,2.534876641630327
features global,2.53301104216162
global features,2.5330110421616197
learning twitter,2.5277561631122616
image local,2.526885433593686
svm methods,2.5252754910110458
control framework,2.5241869440182034
dynamic environment,2.5240154194985855
different geographic,2.523777627629978
different main,2.523777627629978
presents different,2.523777627629978
years different,2.523777627629978
information flow,2.5235951333706925
environmental studies,2.522579913787064
urban images,2.522461797668676
generate land,2.5215255478844867
identified land,2.5215255478844867
indices land,2.5215255478844867
land commercial,2.5215255478844867
land lulc,2.5215255478844867
regional analysis,2.520397892602086
accurate traffic,2.52010224127054
systems water,2.515704606977745
water systems,2.515704606977745
great results,2.5153859046198015
identify two,2.5132325072806943
develop research,2.5096920962575022
using boosting,2.5093984020077658
using samples,2.5093984020077658
research methods,2.509180224946032
various studies,2.5087859608933067
predict human,2.5086293982391488
analyzing cities,2.5078416723582455
cities classify,2.507841672358245
cities include,2.507841672358245
mitigation planning,2.506920761716499
modern planning,2.506920761716499
particularly planning,2.506920761716499
planning streets,2.506920761716499
especially city,2.5056726050341402
small city,2.5056726050341402
new field,2.503982841804257
natural features,2.5035847759903307
finally accuracy,2.503472158453945
accuracy finally,2.5034721584539446
accuracy recent,2.5034721584539446
monitoring framework,2.5029211480767466
science approach,2.5013231576653316
design spaces,2.50026000160049
design uses,2.50026000160049
