Collocation By PMI,Score By PMI,Document By PMI,Collocation By Chi_square,Score By Chi_square,Document By Chi_square,Collocation By Likelihood_ratio,Score By Likelihood_ratio,Document By Likelihood_ratio
urban driving,0.5372293002668691,1,service data,0.3061341374243188,1,learning regression,0.2706235802910927,1
important urban,0.5372293002668656,3,methods different,0.306109743605526,1,regression learning,0.2706235802910927,1
use building,0.5309761529013173,1,based framework,0.3040863970269067,1,information network,0.2696710000804423,2
algorithm using,0.5285782946873638,1,urban characteristics,0.3037342673911142,2,planning remote,0.26939819711654767,1
conditions data,0.5254510873845959,1,use patterns,0.3018840805827481,2,data increased,0.26595495556962323,1
data people,0.5254510873845959,1,city traffic,0.29719032230730297,1,increased data,0.26595495556962323,1
area results,0.5222670317092586,1,performance results,0.29372772331378494,1,urban imagery,0.2657607525662036,1
learning intelligence,0.5174089869692544,1,using information,0.29317421219851786,2,urban characteristics,0.26569627066976853,2
image using,0.5101997653725121,1,using decision,0.2929639542383545,1,visual learning,0.2615420306056221,1
methods used,0.5069232744515624,1,evaluation urban,0.2923000805190302,1,growing urban,0.25911113638861627,2
data map,0.5058222806356625,1,urban evaluation,0.2923000805190302,1,urban tasks,0.25911113638861627,1
use new,0.49317412018893236,2,urban level,0.2923000805190302,1,research design,0.2571722890017224,1
urban energy,0.4931741201889288,1,different learning,0.29177657157860887,1,using information,0.25653730780779327,2
data structure,0.4864569557687304,1,use techniques,0.29005686507094075,1,cities machine,0.2562409310396079,1
planning prediction,0.4799098982746486,1,space machine,0.28831963309795117,1,mobility planning,0.2549241140747466,1
social data,0.47687090693953493,2,images classification,0.2881471785509689,1,knowledge learning,0.25267988342287195,1
however machine,0.4719173634760203,1,order data,0.2876862939999189,1,city images,0.25236660094245567,1
behavior urban,0.47164095863929134,1,advanced urban,0.2840822284621113,1,service data,0.2517386770536775,1
major urban,0.47164095863929134,1,detailed urban,0.2840822284621113,1,system data,0.2515727367566276,2
urban behavior,0.47164095863929134,1,governance urban,0.2840822284621113,1,methods different,0.2512457027666073,1
urban iot,0.47164095863929134,1,analysis planning,0.28324918290743184,1,based framework,0.2497851210656984,1
urban location,0.47164095863929134,4,planning analysis,0.28324918290743184,1,use patterns,0.24816020325179844,2
method information,0.46722566815129696,1,urban complex,0.28170073607634255,1,city traffic,0.2446832451930384,1
city model,0.4613748011095673,9,system data,0.2793076030968184,2,performance results,0.2421312877837798,1
analyzing urban,0.43993209891195306,1,results using,0.27712011668427766,1,using decision,0.24164331753237633,1
classify urban,0.43993209891195306,1,data human,0.2749961691105593,1,use techniques,0.23941789460630158,1
real urban,0.43993209891195306,1,human data,0.2749961691105593,1,space machine,0.23821424679474246,1
urban critical,0.43993209891195306,1,planning case,0.27413277878974524,1,order data,0.2380690688096766,1
urban place,0.43993209891195306,4,analyze data,0.27012907010257087,1,images classification,0.23798859388515048,1
system data,0.4360520023314862,2,best data,0.27012907010257087,1,advanced urban,0.2358523876567581,1
data distribution,0.429873427402363,1,methods proposed,0.2678274729646574,1,detailed urban,0.2358523876567581,1
spatial city,0.4274888069571574,1,city environment,0.2675645639764147,3,governance urban,0.2358523876567581,1
planning algorithm,0.41367619987456195,2,space planning,0.2654905654059732,1,using classification,0.23513297283317236,1
data infrastructure,0.4114948980875113,2,cities new,0.26456112143088345,1,algorithms data,0.23338586302929154,1
novel data,0.4114948980875113,1,transportation using,0.2604292255779205,1,urban research,0.23277128358227728,3
combined urban,0.4089052032913294,1,system models,0.26000619445496287,1,using analysis,0.23191483025403703,1
urban coverage,0.4089052032913294,1,design data,0.25916097542265154,1,urban knowledge,0.23003216984928665,1
urban objects,0.4089052032913294,1,applying urban,0.25525776088740687,1,planning case,0.22763944946105552,1
detection model,0.4041499324166189,1,period urban,0.25525776088740687,1,data artificial,0.2265220750552508,1
classification spatial,0.40268541595658647,1,urban vehicles,0.25525776088740687,1,analyze data,0.22492849874809706,1
different city,0.40195371485001985,2,data provides,0.25342072485765027,1,best data,0.22492849874809706,1
areas information,0.39818402372164385,1,environment analysis,0.2524451318026486,1,methods proposed,0.22280987659794804,1
learning features,0.39342026969379873,2,algorithms land,0.25192924908717107,1,city environment,0.22261860336289352,3
network data,0.39334755137724997,3,urban research,0.25093624176881457,3,areas planning,0.22116388337317483,1
accuracy based,0.39063051499131873,1,classification building,0.2495023825891192,1,space planning,0.22115174715083052,1
planning systems,0.3861954634524558,1,city machine,0.2456215185468057,1,cities new,0.22035936552569158,1
urban lidar,0.37853155424781093,1,used machine,0.2456215185468057,1,visual urban,0.2185469184664628,1
urban visual,0.37853155424781093,2,factors using,0.23793115184232452,1,transportation using,0.21731835416145606,1
data could,0.3754256433799874,1,related data,0.23752208605994923,1,system models,0.21692757829449827,1
framework model,0.3646215682299818,2,city system,0.23596892184695825,1,city using,0.21607122812078527,2
management using,0.36276940171728356,2,various planning,0.23301106269076524,1,applying urban,0.21409595446013785,1
planning approach,0.35478251082099277,3,urban imagery,0.23041712628237268,1,period urban,0.21409595446013785,1
classes urban,0.34878421085375777,1,area cities,0.22979108913077745,1,urban vehicles,0.21409595446013785,1
policy urban,0.34878421085375777,1,network models,0.22979108913077745,1,data provides,0.2123001745480081,1
selected urban,0.34878421085375777,1,processes urban,0.2287466026491911,1,approach machine,0.2118744827921084,1
urban classes,0.34878421085375777,1,urban processes,0.2287466026491911,1,environment analysis,0.21121254950414825,1
learning decision,0.34337958719420314,1,network data,0.22696946849651303,3,algorithms land,0.21085510220494963,1
planning algorithms,0.34152641411872864,1,model prediction,0.22536734942789502,2,classification building,0.20898063468852823,1
analysis proposed,0.3315016869850851,1,new classification,0.22324812482633566,1,urban feature,0.20728122766569235,5
proposed analysis,0.3315016869850851,1,social data,0.22288956585775005,2,network data,0.20662849140172979,3
city design,0.3279531334062433,2,cities machine,0.22225249794601634,1,features learning,0.20582289869775794,1
cities information,0.32373407456176295,1,analysis system,0.22183358562315872,1,factors using,0.20022517952009156,1
information models,0.32373407456176295,1,urban location,0.21932323101707407,4,related data,0.2001680911034518,1
monitoring data,0.3229582234858519,1,city development,0.21924635716102586,1,areas machine,0.19885997675048017,1
spatiotemporal urban,0.31963786519424175,1,mapping machine,0.2163187196331142,1,social data,0.19868421825356397,2
urban citizens,0.31963786519424175,1,images results,0.21458096542517419,1,city system,0.19866342026412842,1
urban research,0.31963786519424175,3,city model,0.20771545249542994,9,various planning,0.1964718024437827,1
urban safety,0.31963786519424175,1,ai based,0.20749128987231433,1,urban location,0.1959131629602784,4
data characteristics,0.3058847101269109,1,city area,0.20730314142897918,1,area cities,0.19392472810495553,1
significant data,0.3058847101269109,1,city network,0.20730314142897918,2,network models,0.19392472810495553,1
urban performance,0.3052825722171697,4,using classification,0.2049834145390255,1,processes urban,0.19376275264688925,1
use methods,0.30130656586594284,1,daily urban,0.2043752743011882,1,urban processes,0.19376275264688925,1
method used,0.2993839812094734,1,using time,0.203757127417336,1,urban information,0.19316182243363755,3
forecasting urban,0.2910687129974683,1,algorithms data,0.20368352680762955,1,using models,0.19160150559543543,1
four urban,0.2910687129974683,1,classification development,0.20301346882260005,1,model prediction,0.1905680863014083,2
information used,0.2899852832072227,1,development classification,0.20301346882260005,1,new classification,0.18888895452364673,1
data types,0.2890108915625156,1,using analysis,0.2023405324113516,1,analysis system,0.18779700685247558,1
analysis method,0.27868498854163803,4,urban knowledge,0.2011443302486816,1,city model,0.18579979488159926,9
machine classification,0.26987358753137514,2,data artificial,0.1980348916156598,1,city development,0.18579690035681773,1
based methods,0.2655944691465386,1,planning mapping,0.19676202453351874,1,learning research,0.1855769551805616,2
urban uses,0.2630543368278744,1,spatial design,0.19668249260234055,1,multiple urban,0.18542734381494663,1
human planning,0.23964680009951422,1,data consumption,0.1943272500115619,1,mapping machine,0.1835925707845485,1
assessment urban,0.23557360040576825,1,data technology,0.1943272500115619,1,images results,0.1821874958562778,1
urban assessment,0.23557360040576825,1,areas planning,0.19349562920023256,1,two data,0.18065441753229594,4
urban computational,0.23557360040576825,1,visual urban,0.19165964264219237,1,ai based,0.17667989821853403,1
urban open,0.23557360040576825,1,network classification,0.19154819459271769,1,city area,0.1765239980927079,1
ai model,0.23066711156111808,2,planning landscape,0.19004931245168685,1,city network,0.1765239980927079,2
areas city,0.23034233677982385,1,city using,0.18928577945685807,2,model classification,0.1755471653343853,1
techniques using,0.22901801282845824,1,approach machine,0.18581921181793065,1,extraction urban,0.17484894186677435,1
based model,0.22004599580454354,2,accuracy analysis,0.18305130015248505,1,daily urban,0.17477978412711437,1
new land,0.21455581913668453,1,urban performance,0.18298893088064055,4,using time,0.17380415130750937,1
used approach,0.21247591598631033,2,urban feature,0.1823185792573634,5,classification development,0.17317655897920858,1
measures urban,0.20860655280549878,1,capture urban,0.18198722122171127,1,development classification,0.17317655897920858,1
urban measures,0.20860655280549878,1,complexity urban,0.18198722122171127,1,model analysis,0.1728236915456134,1
artificial urban,0.19972840145904414,1,influence urban,0.18198722122171127,1,urban performance,0.17033097704003697,4
machine framework,0.19792374565235704,1,towards urban,0.18198722122171127,1,planning mapping,0.16833640720739174,1
use different,0.19633700626440032,1,urban along,0.18198722122171127,1,spatial design,0.16821442146507015,1
data existing,0.19171369020759954,1,activity data,0.18132063108073448,1,planning model,0.16712943008635506,2
data extraction,0.19171369020759954,1,different design,0.18091943616143555,1,data consumption,0.16660005182818305,1
learning applications,0.1881013617162921,1,features learning,0.18082851437917102,1,data technology,0.16660005182818305,1
land development,0.18379356536599545,1,urban information,0.18074948406286442,3,network classification,0.16418120640531564,1
efficient urban,0.18213434144430707,1,machine sensing,0.176504215786302,1,planning landscape,0.16305314288991835,1
index data,0.17611683515658072,1,areas machine,0.1750226089233007,1,data however,0.16221940367022802,1
method results,0.17176978462512693,1,methods approach,0.17463608980014358,1,used model,0.15945337598094012,2
land area,0.1656462186557377,3,learning better,0.17273039265981213,1,accuracy analysis,0.15746984818924825,1
paper based,0.1606249095449961,1,using models,0.16897443126376502,1,capture urban,0.15707952809723913,1
developing urban,0.15613913291135972,1,data accurate,0.16896015043189136,1,complexity urban,0.15707952809723913,1
city cities,0.1558923876199394,1,multiple urban,0.16408582498915011,1,influence urban,0.15707952809723913,1
used models,0.1558923876199394,1,learning research,0.16396803248135802,2,towards urban,0.15707952809723913,1
performance using,0.155769030797817,1,using high,0.16219842652057836,2,urban along,0.15707952809723913,1
ai using,0.14864459636443783,1,importance urban,0.161440798753592,1,activity data,0.1563070052969695,1
data feature,0.14542003793366476,2,integrating urban,0.161440798753592,1,data neural,0.15624521477518605,1
modelling urban,0.13060404080422217,1,urban geospatial,0.161440798753592,1,different design,0.155777091122961,1
