uni_gram,uni_gram_freq,uni_gram_docIDs,bi_gram,bi_gram_freq,bi_gram_docIDs,tri_gram,tri_gram_freq,tri_gram_docIDs
,,,deviation sed,1,1,smart city ecosystem,1,1
,,,environment path,1,1,smart transport energy,1,1
,,,environment performance,1,1,space agency esa,1,1
,,,error deviation,1,1,sustainable urban agriculture,1,1
,,,existing empirical,1,1,time transport information,1,1
,,,frequencies svm,1,1,traffic modelling autonomous,1,1
,,,loss information,1,1,transport energy grid,1,1
,,,loss pl,1,1,transport information urban,1,1
,,,loss predictions,1,1,urban agriculture infrastructure,1,1
,,,low prediction,1,1,urban innovation global,1,1
,,,mae mean,1,1,urban planning climate,1,1
,,,mae mse,1,1,urban traffic modelling,1,1
,,,measurement campaigns,1,1,waste management connected,1,1
,,,mhz frequencies,1,1,images using machine,2,1
,,,mobile network,1,1,achieve better classification,1,1
,,,models cost,1,1,bands combination land,1,1
,,,mse rmse,1,1,bare land forest,1,1
,,,mse root,1,1,better classification land,1,1
,,,network design,1,1,classes shrub land,1,1
,,,new radio,1,1,classification land cover,1,1
,,,obtain mobile,1,1,classification using time,1,1
,,,pl predictions,1,1,classifications using satellite,1,1
,,,pl propagation,1,1,combination land cover,1,1
,,,propagation environment,1,1,cover classification map,1,1
,,,propagation models,1,1,cover classifications using,1,1
,,,radio network,1,1,despite land cover,1,1
,,,radio propagation,1,1,detection analysis based,1,1
,,,radio signals,1,1,different bands combination,1,1
,,,respectively svm,1,1,evaluated despite land,1,1
,,,sed results,1,1,faces many problems,1,1
,,,signals transmitted,1,1,finally change detection,1,1
,,,standard error,1,1,forest vegetation urban,1,1
,,,svm achieve,1,1,government faces many,1,1
,,,svm field,1,1,land bare land,1,1
,,,urban propagation,1,1,land forest vegetation,1,1
,,,using mean,1,1,learning land cover,1,1
,,,area country,1,1,limitations features extracted,1,1
,,,automatically predict,1,1,machine learning land,1,1
,,,challenges deal,1,1,multiple spectral temporal,1,1
,,,class since,1,1,multispectral satellite images,1,1
,,,descriptive data,1,1,planning sectors due,1,1
,,,environment impact,1,1,proposed method aims,1,1
,,,estate search,1,1,sensed data integrating,1,1
,,,france notion,1,1,sensing images using,1,1
,,,french neighbourhoods,1,1,series data still,1,1
,,,health two,1,1,shrub land bare,1,1
,,,heritage management,1,1,urban area lake,1,1
,,,main challenges,1,1,urban planning sectors,1,1
,,,manner using,1,1,urban sprawl therefore,1,1
,,,manually classify,1,1,using time series,1,1
,,,neighborhood use,1,1,vegetation urban area,1,1
,,,present use,1,1,yangon using random,1,1
,,,representing french,1,1,years interval periods,1,1
,,,social class,1,1,acoustically adaptive modular,1,1
,,,spatial concept,1,1,across heterogeneous sensor,1,1
,,,studies cultural,1,1,activities recognition using,1,1
,,,type social,1,1,adaptive modular system,1,1
,,,uniform manner,1,1,adaptive service selection,1,1
,,,variables building,1,1,ai user requirements,1,1
,,,optimization steps,2,1,air quality evaluator,1,1
,,,posterior probability,2,1,ambient explanations ambient,1,1
,,,achieves high,1,1,ambient intelligence ami,1,1
,,,algorithm remote,1,1,ambient intelligence spoken,1,1
,,,area removing,1,1,ambient iot displays,1,1
,,,automatic road,1,1,ambient media comparison,1,1
,,,cases especially,1,1,augmented reality objects,1,1
,,,classification road,1,1,autonomous vehicles discovering,1,1
,,,classifier framework,1,1,behaviour intrusion detection,1,1
,,,completeness ratio,1,1,classifying teachers productivity,1,1
,,,correctness ratio,1,1,classrooms adaptive service,1,1
,,,detection quality,1,1,clustered data flexible,1,1
,,,evaluation compared,1,1,convnets indoor air,1,1
,,,extraction algorithms,1,1,data integration distributed,1,1
,,,final road,1,1,data processing human,1,1
,,,forest positive,1,1,dementia classifying teachers,1,1
,,,images road,1,1,devices ranking surgery,1,1
,,,long training,1,1,discovering user location,1,1
,,,manually select,1,1,distributed system mas,1,1
,,,many preprocessing,1,1,efficient clock synchronization,1,1
,,,method combining,1,1,enabling machine learning,1,1
,,,method comparison,1,1,environmental quality using,1,1
,,,method needs,1,1,environmental sensors ambient,1,1
,,,method performs,1,1,explainable ai user,1,1
,,,methods normally,1,1,explanations ambient intelligence,1,1
,,,navigation etc,1,1,food journaling using,1,1
,,,need many,1,1,graph autoencoders development,1,1
,,,needs large,1,1,gyroscope towards habit,1,1
,,,nonroad area,1,1,handling behaviour intrusion,1,1
,,,normally need,1,1,heterogeneous sensor networks,1,1
,,,pixel belonging,1,1,human activities recognition,1,1
,,,planning vehicle,1,1,identification using convnets,1,1
,,,positive sample,1,1,immersive artistic experiences,1,1
,,,positive unlabeled,1,1,include enabling machine,1,1
,,,quantitative accuracy,1,1,indoor air quality,1,1
,,,removing first,1,1,indoor environmental quality,1,1
,,,road sample,1,1,integrated big data,1,1
,,,sample selection,1,1,integration distributed system,1,1
,,,select training,1,1,intelligence spoken language,1,1
,,,selection method,1,1,interaction toward supporting,1,1
,,,shape feature,1,1,iot displays athsense,1,1
,,,steps therefore,1,1,journaling using air,1,1
,,,subsequent optimization,1,1,kinematic sensors uaqe,1,1
,,,tensor voting,1,1,language identification using,1,1
,,,training time,1,1,learning across heterogeneous,1,1
,,,unlabeled learning,1,1,location semantics using,1,1
,,,voting algorithm,1,1,machine learning across,1,1
,,,way finally,1,1,mesh networks characterization,1,1
,,,among interpreters,2,1,mobile notification handling,1,1
,,,visual image,2,1,multimedia devices ranking,1,1
,,,additional questionnaire,1,1,multisensory immersive artistic,1,1
,,,affect mapping,1,1,notification handling behaviour,1,1
,,,agreement among,1,1,power efficient clock,1,1
,,,areas hereby,1,1,processing human activities,1,1
,,,article aims,1,1,public space power,1,1
,,,capture individual,1,1,quality data mining,1,1
,,,certain urban,1,1,quality evaluator enhancing,1,1
,,,cognitive perception,1,1,quality using environmental,1,1
,,,complexity high,1,1,ranking surgery skills,1,1
,,,complexity textural,1,1,recognition using accelerometer,1,1
,,,deviations correlate,1,1,robot viewing experience,1,1
,,,differences among,1,1,semantics using mobile,1,1
,,,digitized six,1,1,sensor data integration,1,1
,,,environments however,1,1,sensors ambient explanations,1,1
,,,environments today,1,1,sensors uaqe urban,1,1
,,,exploited automatically,1,1,skills using kinematic,1,1
,,,find large,1,1,smart homes dimensions,1,1
,,,furthermore data,1,1,social robot viewing,1,1
,,,generate training,1,1,space power efficient,1,1
,,,gis whereas,1,1,spoken language identification,1,1
,,,high consistency,1,1,supporting food journaling,1,1
,,,high degrees,1,1,surgery skills using,1,1
,,,highest densities,1,1,system mas application,1,1
,,,however still,1,1,teachers productivity stress,1,1
,,,human interpreter,1,1,topics include enabling,1,1
,,,interpretation affect,1,1,toward supporting food,1,1
,,,interpretation mvii,1,1,towards habit recognition,1,1
,,,interpreters mapping,1,1,translating urban data,1,1
,,,manual visual,1,1,uaqe urban air,1,1
,,,mapping aberrations,1,1,user location semantics,1,1
,,,mapping procedure,1,1,using air quality,1,1
,,,mapping rooftop,1,1,using convnets indoor,1,1
,,,mapping ten,1,1,using environmental sensors,1,1
,,,measure rising,1,1,using kinematic sensors,1,1
,,,methods manual,1,1,using mobile notification,1,1
,,,morphologic complexity,1,1,vehicle sensor data,1,1
,,,mostly exploited,1,1,vehicles discovering user,1,1
,,,mostly influences,1,1,wellbeing enabling awareness,1,1
,,,mvii however,1,1,bike flow patterns,2,1
,,,mvii often,1,1,bike trajectory data,2,1
,,,obstacles generally,1,1,anywhere via mobile,1,1
,,,one aims,1,1,bike activity acquired,1,1
,,,overlapping still,1,1,bike flow next,1,1
,,,persons digitized,1,1,bike flow pattern,1,1
,,,prior research,1,1,bike trajectory logs,1,1
,,,quantify mapping,1,1,bikes anywhere via,1,1
,,,questionnaire reveals,1,1,combine time information,1,1
,,,receive quantitative,1,1,comparing historical trajectory,1,1
,,,rely unquestioned,1,1,design graph clustering,1,1
,,,research using,1,1,dockless bike trajectory,1,1
,,,reveals qualitative,1,1,dockless shared bikes,1,1
,,,rising deviations,1,1,experiments via mobike,1,1
,,,rising morphologic,1,1,explore potential patterns,1,1
,,,rooftop footprints,1,1,extract bike flow,1,1
,,,sensing studies,1,1,find bikes anywhere,1,1
,,,six complex,1,1,first design graph,1,1
,,,source mostly,1,1,flow pattern discovery,1,1
,,,spectral complications,1,1,flow patterns discovery,1,1
,,,still demand,1,1,graph clustering model,1,1
,,,still inevitable,1,1,historical trajectory logs,1,1
,,,still plays,1,1,latent flow patterns,1,1
,,,structural complexity,1,1,mobike trajectory data,1,1
,,,suspend uncertainty,1,1,several typical categories,1,1
,,,systematically check,1,1,shared bikes flourish,1,1
,,,ten test,1,1,trajectory data demonstrate,1,1
,,,test persons,1,1,trajectory data produced,1,1
,,,time consumption,1,1,via mobike trajectory,1,1
,,,today satellite,1,1,via mobile application,1,1
,,,using mvii,1,1,land use analysis,2,1
,,,validation furthermore,1,1,analysis survey modern,1,1
,,,validation purposes,1,1,approaches use data,1,1
,,,whereas data,1,1,categorization best applications,1,1
,,,historical big,2,1,consideration available data,1,1
,,,raises questions,2,1,data mining dm,1,1
,,,advances mean,1,1,data results depend,1,1
,,,ai raises,1,1,exploring different combinations,1,1
,,,analyzing building,1,1,images open maps,1,1
,,,attention simultaneously,1,1,images various methods,1,1
,,,become able,1,1,integrate urban areas,1,1
,,,building elements,1,1,last years driven,1,1
,,,built structures,1,1,methods become popular,1,1
,,,contemporary practice,1,1,provide relevant contributions,1,1
,,,critical aid,1,1,respective categorization best,1,1
,,,crowdsourced citizen,1,1,rs images open,1,1
,,,crowdsourcing historical,1,1,rs images various,1,1
,,,digital excavation,1,1,sensing rs images,1,1
,,,elements buildings,1,1,survey modern planning,1,1
,,,environment ranging,1,1,use analysis survey,1,1
,,,facilitate new,1,1,use data mining,1,1
,,,heritage automated,1,1,various methods become,1,1
,,,historical mediatizations,1,1,various methods employed,1,1
,,,historical research,1,1,using deep reinforcement,2,1
,,,however computers,1,1,ai system representing,1,1
,,,humanities finally,1,1,ai system simulating,1,1
,,,image sources,1,1,data different approaches,1,1
,,,integrating quantitative,1,1,density diversity connectedness,1,1
,,,invites reflection,1,1,different artificial intelligence,1,1
,,,involve many,1,1,different possible courses,1,1
,,,knowledge dissemination,1,1,environments make military,1,1
,,,latest methods,1,1,evaluating different possible,1,1
,,,learning simultaneously,1,1,explosive devices ieds,1,1
,,,media recent,1,1,historical data different,1,1
,,,mediatized urban,1,1,improvised explosive devices,1,1
,,,methods integrating,1,1,make military operations,1,1
,,,new field,1,1,making process warfare,1,1
,,,participation digital,1,1,military operations challenging,1,1
,,,partly unknown,1,1,operation planning using,1,1
,,,planning history,1,1,planning using deep,1,1
,,,presents findings,1,1,process warfare model,1,1
,,,project archimedial,1,1,provide intelligence augmentation,1,1
,,,provide novel,1,1,red unit learns,1,1
,,,provided better,1,1,representing red unit,1,1
,,,provides solutions,1,1,several improvised explosive,1,1
,,,qualitative approaches,1,1,system representing red,1,1
,,,real however,1,1,two agents showing,1,1
,,,recent scientific,1,1,urban environment information,1,1
,,,recognition reproduces,1,1,urban environments make,1,1
,,,reproduces biases,1,1,urban warfare operation,1,1
,,,research neural,1,1,warfare operation planning,1,1
,,,research via,1,1,urban emotion measurement,2,1
,,,scientific advances,1,1,beijing hutongs microscale,1,1
,,,shared research,1,1,cities various data,1,1
,,,simultaneously investigation,1,1,data visualization maps,1,1
,,,simultaneously raises,1,1,emotion measurement method,1,1
,,,sources digital,1,1,emotion measurement tools,1,1
,,,structures depicted,1,1,emotion measuring happiness,1,1
,,,technologies provide,1,1,enables data collection,1,1
,,,technologies requires,1,1,future cities various,1,1
,,,unknown visual,1,1,great marketing potential,1,1
,,,urban heritage,1,1,human emotion recognition,1,1
,,,via crowdsourcing,1,1,hutongs microscale urban,1,1
,,,visible features,1,1,interpret particular connection,1,1
,,,visual material,1,1,marketing potential since,1,1
,,,visualizing cities,1,1,measured urban emotion,1,1
,,,yet become,1,1,measurement method urban,1,1
,,,best locations,1,1,measurement tools practice,1,1
,,,building control,1,1,method urban emotion,1,1
,,,compares results,1,1,microscale measurement approach,1,1
,,,control search,1,1,microscale urban emotion,1,1
,,,database jaccard,1,1,object recognition technology,1,1
,,,demidov yaroslavl,1,1,paper presents microscale,1,1
,,,nvidia supercomputer,1,1,potential since actually,1,1
,,,outlets etc,1,1,presents microscale measurement,1,1
,,,parts together,1,1,prior urban emotion,1,1
,,,planet database,1,1,public emotion measuring,1,1
,,,planning building,1,1,recent years different,1,1
,,,planning optimization,1,1,recognized data proposals,1,1
,,,presents research,1,1,smart city context,1,1
,,,real masks,1,1,urban emotion based,1,1
,,,similarity compares,1,1,ways prior urban,1,1
,,,smaller parts,1,1,years different authors,1,1
,,,state university,1,1,belo horizonte brazil,1,1
,,,yaroslavl state,1,1,data considered relevant,1,1
,,,iot system,4,1,evaluation vs perceived,1,1
,,,alarm rate,2,1,findings provide useful,1,1
,,,false alarm,2,1,joint spatial score,1,1
,,,smote method,2,1,machine learning procedure,1,1
,,,analyzed whether,1,1,obtain joint spatial,1,1
,,,automotive therefore,1,1,perceived urban quality,1,1
,,,base learning,1,1,perceived walkability using,1,1
,,,data integrity,1,1,spatial data considered,1,1
,,,detect intrusion,1,1,training set provided,1,1
,,,detect intrusions,1,1,vs perceived urban,1,1
,,,detecting intrusions,1,1,algorithmic space planning,1,1
,,,detection activities,1,1,algorithmic spatial planning,1,1
,,,detection rate,1,1,algorithmically derived many,1,1
,,,dos based,1,1,apply algorithmic space,1,1
,,,even automotive,1,1,artificial intelligence within,1,1
,,,five types,1,1,design professional situate,1,1
,,,health manufacturing,1,1,discussing practical implementations,1,1
,,,high false,1,1,emerging data pointing,1,1
,,,including normal,1,1,establish spatial syntactical,1,1
,,,integrity privacy,1,1,finally presents emerging,1,1
,,,intrusion including,1,1,intelligence within urban,1,1
,,,intrusion probe,1,1,methodology preliminary implementation,1,1
,,,iot infrastructure,1,1,ongoing research investigating,1,1
