doc_id,title,score,similar_cluster_no,similar_doc_id,similar_title
,,0.44,7,514,Algorithmic Urban IoT Context and Convergence of Services Sensing and Planning Units (PUs)
,,0.44,6,308,Rapid and automated urban modeling techniques for UAS applications
,,0.44,7,196,The cooperative conceptualization of urban spaces in ai-assisted environmental planning
,,0.44,3,241,An information system for judicial and public administration using artificial intelligence and geospatial data
,,0.43,7,433,Nordic Cities Meet Artificial Intelligence
,,0.43,7,502,The art of learnin
,,0.42,7,279,Framework for smart city model composition: Choice of component design models and risks
165,Studying spatial and temporal changes of aridity in Iran,0.6000,5,421,"Evaluation of the environmental impacts of urbanization from the viewpoint of increased skin temperatures: a case study from Istanbul, Turkey"
,,0.58,4,471,"Object-Oriented Approach for Urbanization Growth by Using Remote Sensing and GIS Techniques: A Case Study in Hilla City, Babylon Governorate, Iraq"
,,0.58,5,45,The effect of multi-dimensional indicators on urban thermal conditions
,,0.57,5,330,Proposing an effective and inexpensive tool to detect urban surface temperature changes associated with urbanization processes in small cities
,,0.57,5,98,Analysis on spatiotemporal changes of urban thermal landscape pattern in the context of urbanisation: A case study of Xiamen City
,,0.57,4,407,"Effects of urbanization on spatiotemporal changes of land cover pattern: A case of Changsha, China"
,,0.56,-1,580,Algorithm for modeling agricultural land cover classification and land surface temperature
,,0.56,4,90,"Spatiotemporal detection of land use/land cover change in the large basin using integrated approaches of remote sensing and GIS in the Upper Awash basin, Ethiopia"
,,0.55,4,521,"Remote sensing and GIS approach for environmental green areas planning using Landsat satellite imagery, Dubai-UAE"
,,0.55,4,300,Spatiotemporal dynamics of urbanization and cropland in the Nile Delta of Egypt using machine learning and satellite big data: implications for sustainable development
,,0.54,4,113,Evaluation and comparison of eight machine learning models in land use/land cover mapping using Landsat 8 OLI: a case study of the northern region of Iran
,,0.54,4,126,Semi-automatic mapping of anthropogenic impervious surfaces in an urban/suburban area using Landsat 8 satellite data
,,0.53,0,6,Urban flood risk mapping using the GARP and QUEST models: A comparative study of machine learning techniques
,,0.52,5,155,Improving land-use change modeling by integrating ANN with Cellular Automata-Markov Chain model
,,0.52,5,564,"Urban sprawl modeling of Lahore, Pakistan using machine learning techniques"
,,0.52,4,102,Automatic classification of high resolution land cover using a new data weighting procedure: The combination of k-means clustering algorithm and central tendency measures (KMC-CTM)
,,0.52,-1,10,"Urbanization impact on landscape patterns in Beijing City, China: A spatial heterogeneity perspective"
,,0.52,5,414,Evaluating the role of urban fabric on surface urban heat island: The case of Istanbul
,,0.51,-1,345,"Exploring the dynamics of urban greenness space and their driving factors using geographically weighted regression: A case study in Wuhan Metropolis, China"
,,0.51,4,49,"The spatial characteristics and relationships between landscape pattern and ecosystem service value along an urban-rural gradient in Xi'an city, China"
,,0.50,4,182,A comparative analysis of the urban web of the greater athens agglomeration for the last 20-years period on the basis of landsat imagery
,,0.50,5,42,Scale- and region-dependence in landscape-PM2.5 correlation: Implications for urban planning
,,0.50,5,424,Assessing the cooling efficiency of urban parks using data envelopment analysis and remote sensing data
,,0.49,5,297,Sensing Mixed Urban Land-Use Patterns Using Municipal Water Consumption Time Series
,,0.49,4,139,Patterns of historical and future urban expansion in Nepal
,,0.49,4,224,Assessing urban growth in Ghana using machine learning and intensity analysis: A case study of the New Juaben Municipality
,,0.49,5,35,Urban water resource management for sustainable environment planning using artificial intelligence techniques
,,0.49,5,499,Combining CityGML files and data-driven models for microclimate simulations in a tropical city
,,0.49,5,28,Estimation of daily maximum and minimum air temperatures in urban landscapes using MODIS time series satellite data
,,0.49,5,89,Quantifying the effects of urban form on land surface temperature in subtropical high-density urban areas using machine learning
34,Artificial intelligence technologies for robot assisted urban search and rescue,0.5900,-1,320,Risk management systems must provide automatic decisions according to crisis computable algebras
,,0.57,3,48,Can expert systems help with planning?
,,0.56,-1,552,Intelligence augmentation for urban warfare operation planning using deep reinforcement learning
,,0.55,3,183,The promise of expert systems for urban planning
,,0.55,3,322,Knowledge and reasoning in development control and urban design: an expert systems approach
,,0.53,-1,516,Intelligent Unmanned Aerial Vehicle Technology in Urban Environments
,,0.52,3,23,Artificial intelligence solutions for urban land dynamics: A review
,,0.50,3,596,A knowledge-based creation of mathematical programming for GIS problem solving
,,0.50,3,558,Application of AI in urban design
,,0.49,6,308,Rapid and automated urban modeling techniques for UAS applications
,,0.49,-1,403,A reasoning approach for modelling and predicting terroristic attacks in urban environments
,,0.49,0,121,Allocation of emergency response centres in response to pluvial flooding-prone demand points using integrated multiple layer perceptron and maximum coverage location problem models
,,0.49,0,229,Machine learning-based and 3d kinematic models for rockfall hazard assessment using LiDAR Data and GIS
,,0.49,-1,266,Structural health monitoring installation scheme using utility computing model
,,0.48,-1,434,Neural Network Based Algorithm for Multi-UAV Coverage Path Planning
,,0.48,4,481,Virtual design of urban planning based on GIS big data and machine learning
,,0.47,3,244,Selecting artificial intelligence urban models using waves of complexity
,,0.46,7,500,"Evaluation of Smart Infrastructure Systems and Novel UV-Oriented Solution for Integration, Resilience, Inclusiveness, and Sustainability"
,,0.46,-1,285,Planning the Future of Smart Cities with Swarms of Fully Autonomous Unmanned Aerial Vehicles Using a Novel Framework
,,0.45,7,276,The automated vacuum waste collection optimization problem
,,0.45,7,592,Understanding townscapes through AI approaches to the study of human living in space
,,0.45,7,555,"Algorithms, AI and architecture"
,,0.45,4,538,THE POTENTIAL of BUILDING DETECTION from SAR and LIDAR USING DEEP LEARNING
,,0.45,3,306,Comparative review of methods supporting decision-making in urban development and land management
,,0.45,3,294,"Systematizing heterogeneous expert knowledge, scenarios and goals via a goal-reasoning artificial intelligence agent for democratic urban land use planning"
,,0.45,7,402,Will AI ever support design thinking?
,,0.44,7,337,A Review of AI for Urban Planning: Towards Building Sustainable Smart Cities
,,0.44,3,429,Improving intelligent decision making in urban planning: Using machine learning algorithms
,,0.44,4,251,Remote measurement of building usable floor area – Algorithms fusion
,,0.43,3,509,Urban Planning Reform Trend Based on Artificial Intelligence
272,Optimization and evaluation of the human fall detection system,0.5500,-1,400,A comparison among various classification algorithms for travel mode detection using sensors' data collected by smartphones
,,0.49,-1,266,Structural health monitoring installation scheme using utility computing model
,,0.48,2,161,Toward Transportation Mode Recognition Using Deep Convolutional and Long Short-Term Memory Recurrent Neural Networks
,,0.48,0,229,Machine learning-based and 3d kinematic models for rockfall hazard assessment using LiDAR Data and GIS
,,0.48,7,549,"15th European Conference on Ambient Intelligence, AmI 2019"
,,0.48,7,219,Effective task scheduling algorithm with deep learning for Internet of Health Things (IoHT) in sustainable smart cities
,,0.47,9,193,Characterization of behavioral patterns exploiting description of geographical areas
,,0.46,-1,189,Detecting Transportation Modes Based on LightGBM Classifier from GPS Trajectory Data
,,0.46,6,79,Machine learning approaches to understand the influence of urban environments on human's physiological response
,,0.45,7,368,Intrusion Detection System as Audit in IoT Infrastructure using Ensemble Learning and SMOTE Method
